# ----------------------------------------
# Nx.dev - GA4
# Pages and screens: Page path and screen class-Tab 3
# 20251101-20260105
# ----------------------------------------

Page path and screen class,Views,Active users,Views per active user,Event count,Key events,Total revenue,Bounce rate,Entrances,Exits
/docs/extending-nx/guides,1,1,1,3,0,0,0,0,0
/docs/fe,1,1,1,4,0,0,1,1,1
/docs/features/cache-tasks,1,1,1,6,0,0,1,1,1
/docs/features/ci-featu,1,1,1,6,0,0,0,1,0
/docs/features/ci-features/remote-cache.,1,1,1,2,0,0,0,0,0
/docs/features/ci-features/split-e2e-task,1,1,1,4,0,0,0,1,0
/docs/features/distribute-tasks,1,1,1,6,0,0,0,1,1
/docs/features/docker,1,1,1,3,0,0,1,1,1
/docs/features/explore/dep-graph,1,1,1,4,0,0,1,1,1
/docs/features/integrate-with-ai/mcp,1,1,1,4,0,0,1,1,1
/docs/features/manage-releases),1,1,1,5,0,0,0,1,0
/docs/features/testing,1,1,1,3,0,0,1,1,1
/docs/features/typescript/path-mappings,1,1,1,4,0,0,1,1,1
/docs/features/version-and-publish,1,1,1,6,0,0,1,1,1
/docs/frameworks/nest/migration,1,1,1,3,0,0,1,1,1
/docs/frameworks/nest/overview,1,1,1,3,0,0,1,1,1
/docs/frameworks/next,1,1,1,3,0,0,1,1,1
/docs/frameworks/next/overview,1,1,1,3,0,0,1,1,1
/docs/get-started/update-nx,1,1,1,4,0,0,1,1,1
/docs/getting-started/ai-setup.md,1,1,1,3,0,0,0,0,0
/docs/getting-started/ai-setupjk,1,1,1,3,0,0,0,1,1
/docs/getting-started/editor-setupPrefer using the inject() function over constructor    ║ ✖    static:lint                      ┃  parameter injection. Use Angular's migration schematic to automatica   ║ ✖    sector-analysis-feature:lint     ┃  lly refactor: ng generate @angular/core:inject,1,1,1,4,0,0,1,1,1
/docs/getting-started/inst,1,1,1,4,0,0,0,0,0
/docs/getting-started/installationcreat a menu in angular,1,1,1,3,0,0,0,1,1
/docs/getting-started/installatiospotufy,1,1,1,3,0,0,0,0,1
